,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
248,7:30p,Los Angeles Clippers,78,New York Knicks,106,Box Score,,"19,763",/boxscores/200012040NYK.html
249,9:00p,Philadelphia 76ers,98,Denver Nuggets,105,Box Score,,"15,129",/boxscores/200012040DEN.html
250,7:00p,New Jersey Nets,64,Indiana Pacers,88,Box Score,,"16,731",/boxscores/200012050IND.html
251,7:30p,Miami Heat,100,Atlanta Hawks,92,Box Score,,"10,691",/boxscores/200012050ATL.html
252,7:30p,Charlotte Hornets,66,Cleveland Cavaliers,71,Box Score,,"14,544",/boxscores/200012050CLE.html
253,7:30p,Boston Celtics,98,Orlando Magic,101,Box Score,,"13,324",/boxscores/200012050ORL.html
254,8:00p,Chicago Bulls,90,Minnesota Timberwolves,100,Box Score,,"16,170",/boxscores/200012050MIN.html
255,8:00p,San Antonio Spurs,75,Sacramento Kings,81,Box Score,,"17,317",/boxscores/200012050SAC.html
256,8:30p,Dallas Mavericks,102,Houston Rockets,109,Box Score,,"11,426",/boxscores/200012050HOU.html
257,9:00p,Toronto Raptors,84,Utah Jazz,98,Box Score,,"19,288",/boxscores/200012050UTA.html
258,10:00p,Detroit Pistons,83,Vancouver Grizzlies,91,Box Score,,"12,578",/boxscores/200012050VAN.html
259,10:30p,Philadelphia 76ers,85,Los Angeles Lakers,96,Box Score,,"18,997",/boxscores/200012050LAL.html
260,7:00p,Los Angeles Clippers,93,Washington Wizards,88,Box Score,,"11,602",/boxscores/200012060WAS.html
261,7:30p,Indiana Pacers,88,Charlotte Hornets,91,Box Score,,"11,877",/boxscores/200012060CHH.html
262,7:30p,Denver Nuggets,78,Miami Heat,95,Box Score,,"14,463",/boxscores/200012060MIA.html
263,7:30p,Milwaukee Bucks,109,New Jersey Nets,87,Box Score,,"11,420",/boxscores/200012060NJN.html
264,8:00p,Cleveland Cavaliers,92,Chicago Bulls,88,Box Score,,"21,395",/boxscores/200012060CHI.html
265,8:00p,New York Knicks,85,Dallas Mavericks,94,Box Score,,"14,551",/boxscores/200012060DAL.html
266,10:00p,Toronto Raptors,88,Portland Trail Blazers,95,Box Score,,"19,980",/boxscores/200012060POR.html
267,10:00p,Detroit Pistons,112,Seattle SuperSonics,99,Box Score,,"14,795",/boxscores/200012060SEA.html
268,10:30p,Los Angeles Lakers,122,Golden State Warriors,125,Box Score,OT,"19,273",/boxscores/200012060GSW.html
269,7:30p,Denver Nuggets,93,Orlando Magic,103,Box Score,,"13,123",/boxscores/200012070ORL.html
270,8:00p,Phoenix Suns,104,Milwaukee Bucks,96,Box Score,,"14,236",/boxscores/200012070MIL.html
271,8:00p,Washington Wizards,88,Minnesota Timberwolves,105,Box Score,,"16,018",/boxscores/200012070MIN.html
272,8:00p,New York Knicks,86,San Antonio Spurs,83,Box Score,,"18,370",/boxscores/200012070SAS.html
273,9:00p,Vancouver Grizzlies,87,Utah Jazz,98,Box Score,,"17,958",/boxscores/200012070UTA.html
274,7:30p,Indiana Pacers,104,Boston Celtics,91,Box Score,,"14,834",/boxscores/200012080BOS.html
275,7:30p,Los Angeles Clippers,87,Charlotte Hornets,92,Box Score,,"12,086",/boxscores/200012080CHH.html
276,7:30p,Atlanta Hawks,76,Miami Heat,80,Box Score,,"15,031",/boxscores/200012080MIA.html
277,7:30p,Phoenix Suns,84,New Jersey Nets,86,Box Score,,"12,543",/boxscores/200012080NJN.html
278,8:00p,Chicago Bulls,86,Dallas Mavericks,105,Box Score,,"16,600",/boxscores/200012080DAL.html
279,10:00p,Philadelphia 76ers,107,Portland Trail Blazers,94,Box Score,,"20,113",/boxscores/200012080POR.html
280,10:30p,Toronto Raptors,108,Golden State Warriors,92,Box Score,,"18,316",/boxscores/200012080GSW.html
281,10:30p,Seattle SuperSonics,103,Los Angeles Lakers,95,Box Score,,"18,997",/boxscores/200012080LAL.html
282,10:30p,Houston Rockets,98,Sacramento Kings,111,Box Score,,"17,317",/boxscores/200012080SAC.html
283,7:00p,Charlotte Hornets,96,Indiana Pacers,99,Box Score,OT,"18,345",/boxscores/200012090IND.html
284,7:30p,Atlanta Hawks,90,Cleveland Cavaliers,97,Box Score,,"15,766",/boxscores/200012090CLE.html
285,7:30p,Denver Nuggets,88,New York Knicks,96,Box Score,,"19,763",/boxscores/200012090NYK.html
286,8:00p,Los Angeles Clippers,73,Minnesota Timberwolves,85,Box Score,,"16,143",/boxscores/200012090MIN.html
287,8:30p,Washington Wizards,91,Milwaukee Bucks,99,Box Score,,"15,768",/boxscores/200012090MIL.html
288,8:30p,Chicago Bulls,81,San Antonio Spurs,105,Box Score,,"19,447",/boxscores/200012090SAS.html
289,9:00p,Golden State Warriors,114,Utah Jazz,125,Box Score,,"18,777",/boxscores/200012090UTA.html
290,10:00p,Detroit Pistons,83,Portland Trail Blazers,114,Box Score,,"19,980",/boxscores/200012090POR.html
291,10:00p,Houston Rockets,111,Seattle SuperSonics,104,Box Score,,"15,730",/boxscores/200012090SEA.html
292,10:00p,Philadelphia 76ers,83,Vancouver Grizzlies,79,Box Score,,"15,671",/boxscores/200012090VAN.html
293,3:30p,Phoenix Suns,95,Toronto Raptors,87,Box Score,,"19,800",/boxscores/200012100TOR.html
294,6:00p,Denver Nuggets,102,Boston Celtics,104,Box Score,OT,"11,812",/boxscores/200012100BOS.html
295,7:30p,Dallas Mavericks,99,New Jersey Nets,73,Box Score,,"10,654",/boxscores/200012100NJN.html
296,9:00p,Miami Heat,97,Sacramento Kings,101,Box Score,,"17,317",/boxscores/200012100SAC.html
297,9:30p,Detroit Pistons,88,Los Angeles Lakers,112,Box Score,,"18,997",/boxscores/200012100LAL.html
298,7:00p,Minnesota Timberwolves,96,Philadelphia 76ers,91,Box Score,OT,"18,707",/boxscores/200012110PHI.html
299,8:30p,Phoenix Suns,86,Chicago Bulls,80,Box Score,,"20,962",/boxscores/200012110CHI.html
300,9:00p,San Antonio Spurs,91,Utah Jazz,83,Box Score,,"19,911",/boxscores/200012110UTA.html
301,10:00p,Houston Rockets,82,Vancouver Grizzlies,75,Box Score,,"12,145",/boxscores/200012110VAN.html
302,10:30p,Orlando Magic,80,Los Angeles Clippers,92,Box Score,,"9,135",/boxscores/200012110LAC.html
303,7:00p,Indiana Pacers,90,Toronto Raptors,104,Box Score,,"18,221",/boxscores/200012120TOR.html
304,7:30p,Dallas Mavericks,87,Cleveland Cavaliers,92,Box Score,,"12,577",/boxscores/200012120CLE.html
305,7:30p,Minnesota Timberwolves,94,New Jersey Nets,116,Box Score,,"11,649",/boxscores/200012120NJN.html
306,8:00p,Sacramento Kings,99,Atlanta Hawks,107,Box Score,,"18,113",/boxscores/200012120ATL.html
307,9:00p,Miami Heat,96,Denver Nuggets,85,Box Score,,"12,894",/boxscores/200012120DEN.html
308,10:00p,Orlando Magic,92,Seattle SuperSonics,97,Box Score,,"17,072",/boxscores/200012120SEA.html
309,10:30p,Portland Trail Blazers,101,Golden State Warriors,93,Box Score,,"13,461",/boxscores/200012120GSW.html
310,10:30p,Milwaukee Bucks,109,Los Angeles Lakers,105,Box Score,,"18,997",/boxscores/200012120LAL.html
311,7:00p,Chicago Bulls,104,Boston Celtics,86,Box Score,,"13,529",/boxscores/200012130BOS.html
312,7:00p,Dallas Mavericks,92,Indiana Pacers,97,Box Score,,"16,740",/boxscores/200012130IND.html
313,7:00p,Philadelphia 76ers,102,Washington Wizards,82,Box Score,,"14,923",/boxscores/200012130WAS.html
314,7:30p,Sacramento Kings,90,Charlotte Hornets,101,Box Score,,"12,806",/boxscores/200012130CHH.html
315,7:30p,Atlanta Hawks,69,Detroit Pistons,92,Box Score,,"11,252",/boxscores/200012130DET.html
316,8:00p,San Antonio Spurs,93,Phoenix Suns,103,Box Score,,"17,333",/boxscores/200012130PHO.html
317,9:00p,Milwaukee Bucks,111,Utah Jazz,102,Box Score,,"18,450",/boxscores/200012130UTA.html
318,10:00p,Seattle SuperSonics,94,Vancouver Grizzlies,93,Box Score,,"15,102",/boxscores/200012130VAN.html
319,10:30p,Miami Heat,94,Los Angeles Clippers,88,Box Score,OT,"16,468",/boxscores/200012130LAC.html
320,10:30p,Los Angeles Lakers,86,Portland Trail Blazers,96,Box Score,,"20,491",/boxscores/200012130POR.html
321,8:00p,New York Knicks,68,Toronto Raptors,70,Box Score,,"19,800",/boxscores/200012140TOR.html
322,8:30p,Denver Nuggets,102,San Antonio Spurs,96,Box Score,,"15,248",/boxscores/200012140SAS.html
323,10:30p,Houston Rockets,98,Golden State Warriors,95,Box Score,,"10,417",/boxscores/200012140GSW.html
324,7:00p,Cleveland Cavaliers,103,Indiana Pacers,95,Box Score,,"16,966",/boxscores/200012150IND.html
325,7:00p,Dallas Mavericks,112,Philadelphia 76ers,94,Box Score,,"18,563",/boxscores/200012150PHI.html
326,7:00p,Charlotte Hornets,103,Washington Wizards,89,Box Score,,"13,908",/boxscores/200012150WAS.html
327,7:30p,Sacramento Kings,104,Boston Celtics,81,Box Score,,"15,486",/boxscores/200012150BOS.html
328,7:30p,Utah Jazz,89,New York Knicks,58,Box Score,,"19,763",/boxscores/200012150NYK.html
329,8:00p,Minnesota Timberwolves,99,Detroit Pistons,90,Box Score,,"13,744",/boxscores/200012150DET.html
330,8:30p,Atlanta Hawks,85,Chicago Bulls,74,Box Score,,"20,455",/boxscores/200012150CHI.html
331,8:30p,Toronto Raptors,97,Milwaukee Bucks,104,Box Score,,"16,432",/boxscores/200012150MIL.html
332,9:00p,Los Angeles Clippers,98,Phoenix Suns,88,Box Score,,"16,689",/boxscores/200012150PHO.html
333,10:00p,Orlando Magic,96,Portland Trail Blazers,106,Box Score,,"20,209",/boxscores/200012150POR.html
334,10:00p,Miami Heat,81,Seattle SuperSonics,99,Box Score,,"17,072",/boxscores/200012150SEA.html
335,10:30p,Vancouver Grizzlies,76,Los Angeles Lakers,98,Box Score,,"18,211",/boxscores/200012150LAL.html
336,7:30p,New Jersey Nets,89,Atlanta Hawks,83,Box Score,,"11,225",/boxscores/200012160ATL.html
337,7:30p,Boston Celtics,87,Charlotte Hornets,99,Box Score,,"13,040",/boxscores/200012160CHH.html
338,7:30p,Utah Jazz,92,Cleveland Cavaliers,99,Box Score,,"18,571",/boxscores/200012160CLE.html
339,8:00p,Indiana Pacers,110,Minnesota Timberwolves,113,Box Score,OT,"17,249",/boxscores/200012160MIN.html
340,8:30p,Philadelphia 76ers,99,Chicago Bulls,91,Box Score,,"22,110",/boxscores/200012160CHI.html
341,8:30p,Denver Nuggets,102,Houston Rockets,100,Box Score,,"11,907",/boxscores/200012160HOU.html
342,8:30p,Phoenix Suns,82,San Antonio Spurs,90,Box Score,,"30,555",/boxscores/200012160SAS.html
343,10:30p,Miami Heat,93,Golden State Warriors,85,Box Score,,"16,411",/boxscores/200012160GSW.html
344,1:00p,Los Angeles Lakers,104,Toronto Raptors,101,Box Score,OT,"19,800",/boxscores/200012170TOR.html
345,3:30p,Orlando Magic,101,Vancouver Grizzlies,91,Box Score,,"13,729",/boxscores/200012170VAN.html
346,6:00p,Milwaukee Bucks,97,New York Knicks,100,Box Score,OT,"19,763",/boxscores/200012170NYK.html
347,7:00p,Dallas Mavericks,99,Detroit Pistons,90,Box Score,,"11,389",/boxscores/200012170DET.html
348,7:30p,Sacramento Kings,95,New Jersey Nets,79,Box Score,,"13,011",/boxscores/200012170NJN.html
349,9:00p,Washington Wizards,103,Los Angeles Clippers,94,Box Score,,"12,862",/boxscores/200012170LAC.html
350,7:00p,Dallas Mavericks,106,Boston Celtics,98,Box Score,,"11,327",/boxscores/200012180BOS.html
351,7:00p,Utah Jazz,95,Toronto Raptors,103,Box Score,,"18,896",/boxscores/200012190TOR.html
352,7:30p,New York Knicks,77,Atlanta Hawks,87,Box Score,,"13,621",/boxscores/200012190ATL.html
353,8:00p,Los Angeles Lakers,81,Miami Heat,79,Box Score,,"19,600",/boxscores/200012190MIA.html
354,8:30p,Indiana Pacers,90,Chicago Bulls,85,Box Score,,"21,454",/boxscores/200012190CHI.html
355,8:30p,San Antonio Spurs,86,Houston Rockets,79,Box Score,,"12,937",/boxscores/200012190HOU.html
356,9:00p,Detroit Pistons,89,Phoenix Suns,84,Box Score,,"16,951",/boxscores/200012190PHO.html
357,10:30p,Minnesota Timberwolves,99,Golden State Warriors,120,Box Score,,"13,367",/boxscores/200012190GSW.html
358,10:30p,Washington Wizards,72,Sacramento Kings,106,Box Score,,"17,317",/boxscores/200012190SAC.html
359,7:00p,New Jersey Nets,86,Boston Celtics,99,Box Score,,"12,319",/boxscores/200012200BOS.html
360,7:00p,Toronto Raptors,99,Indiana Pacers,98,Box Score,OT,"18,345",/boxscores/200012200IND.html
361,7:30p,Miami Heat,56,Charlotte Hornets,65,Box Score,,"13,176",/boxscores/200012200CHH.html
362,8:00p,Portland Trail Blazers,101,Dallas Mavericks,106,Box Score,,"17,750",/boxscores/200012200DAL.html
363,8:00p,Utah Jazz,91,Philadelphia 76ers,89,Box Score,,"19,428",/boxscores/200012200PHI.html
364,8:30p,Cleveland Cavaliers,77,San Antonio Spurs,94,Box Score,,"17,336",/boxscores/200012200SAS.html
365,9:00p,Detroit Pistons,106,Denver Nuggets,108,Box Score,,"16,100",/boxscores/200012200DEN.html
366,10:00p,Sacramento Kings,85,Seattle SuperSonics,89,Box Score,,"17,072",/boxscores/200012200SEA.html
367,10:00p,Washington Wizards,104,Vancouver Grizzlies,118,Box Score,,"11,510",/boxscores/200012200VAN.html
368,10:30p,Minnesota Timberwolves,96,Los Angeles Clippers,103,Box Score,,"15,636",/boxscores/200012200LAC.html
369,7:30p,Chicago Bulls,88,Orlando Magic,99,Box Score,,"14,035",/boxscores/200012210ORL.html
370,8:00p,New Jersey Nets,78,Milwaukee Bucks,80,Box Score,,"13,439",/boxscores/200012210MIL.html
371,8:00p,Boston Celtics,92,New York Knicks,86,Box Score,,"19,763",/boxscores/200012210NYK.html
372,8:30p,Los Angeles Lakers,99,Houston Rockets,94,Box Score,,"16,285",/boxscores/200012210HOU.html
373,7:00p,Utah Jazz,109,Indiana Pacers,101,Box Score,,"18,345",/boxscores/200012220IND.html
374,7:00p,New York Knicks,91,Philadelphia 76ers,71,Box Score,,"20,670",/boxscores/200012220PHI.html
375,7:00p,Atlanta Hawks,78,Toronto Raptors,72,Box Score,,"18,962",/boxscores/200012220TOR.html
376,7:30p,Cleveland Cavaliers,95,Miami Heat,103,Box Score,,"15,854",/boxscores/200012220MIA.html
377,8:00p,Los Angeles Lakers,108,Dallas Mavericks,103,Box Score,,"18,201",/boxscores/200012220DAL.html
378,8:00p,Charlotte Hornets,83,Minnesota Timberwolves,74,Box Score,,"16,327",/boxscores/200012220MIN.html
379,8:30p,Golden State Warriors,87,San Antonio Spurs,105,Box Score,,"16,481",/boxscores/200012220SAS.html
380,9:00p,Portland Trail Blazers,96,Denver Nuggets,116,Box Score,,"16,622",/boxscores/200012220DEN.html
381,10:00p,Washington Wizards,87,Seattle SuperSonics,107,Box Score,,"12,705",/boxscores/200012220SEA.html
382,10:00p,Sacramento Kings,95,Vancouver Grizzlies,93,Box Score,,"14,656",/boxscores/200012220VAN.html
383,7:30p,Indiana Pacers,87,Atlanta Hawks,91,Box Score,,"15,249",/boxscores/200012230ATL.html
384,7:30p,San Antonio Spurs,84,Charlotte Hornets,88,Box Score,OT,"15,079",/boxscores/200012230CHH.html
385,7:30p,Chicago Bulls,93,Detroit Pistons,106,Box Score,,"13,896",/boxscores/200012230DET.html
386,7:30p,Miami Heat,86,New Jersey Nets,80,Box Score,,"13,542",/boxscores/200012230NJN.html
387,7:30p,Cleveland Cavaliers,92,Orlando Magic,111,Box Score,,"14,160",/boxscores/200012230ORL.html
388,8:00p,Utah Jazz,98,Minnesota Timberwolves,92,Box Score,,"16,789",/boxscores/200012230MIN.html
389,8:30p,Golden State Warriors,95,Houston Rockets,87,Box Score,,"12,534",/boxscores/200012230HOU.html
390,8:30p,Boston Celtics,99,Milwaukee Bucks,104,Box Score,,"14,786",/boxscores/200012230MIL.html
391,9:00p,Denver Nuggets,93,Phoenix Suns,102,Box Score,,"18,626",/boxscores/200012230PHO.html
392,10:00p,Washington Wizards,70,Portland Trail Blazers,87,Box Score,,"20,136",/boxscores/200012230POR.html
393,10:30p,Vancouver Grizzlies,90,Los Angeles Clippers,92,Box Score,,"12,001",/boxscores/200012230LAC.html
394,10:30p,Seattle SuperSonics,92,Sacramento Kings,97,Box Score,,"17,317",/boxscores/200012230SAC.html
395,3:00p,Orlando Magic,93,Indiana Pacers,103,Box Score,,"18,345",/boxscores/200012250IND.html
396,5:30p,Portland Trail Blazers,109,Los Angeles Lakers,104,Box Score,,"18,997",/boxscores/200012250LAL.html
397,7:00p,Cleveland Cavaliers,110,Charlotte Hornets,115,Box Score,OT,"14,442",/boxscores/200012260CHH.html
398,7:30p,Boston Celtics,96,Detroit Pistons,101,Box Score,,"14,568",/boxscores/200012260DET.html
399,7:30p,Atlanta Hawks,81,New Jersey Nets,76,Box Score,,"11,709",/boxscores/200012260NJN.html
400,8:00p,Seattle SuperSonics,93,Dallas Mavericks,114,Box Score,,"13,755",/boxscores/200012260DAL.html
401,8:00p,Orlando Magic,77,Milwaukee Bucks,89,Box Score,,"16,089",/boxscores/200012260MIL.html
402,8:00p,Toronto Raptors,97,Minnesota Timberwolves,100,Box Score,,"16,828",/boxscores/200012260MIN.html
403,8:00p,Houston Rockets,95,San Antonio Spurs,103,Box Score,,"21,343",/boxscores/200012260SAS.html
404,9:00p,Los Angeles Clippers,108,Denver Nuggets,109,Box Score,,"14,226",/boxscores/200012260DEN.html
405,9:00p,Philadelphia 76ers,97,Utah Jazz,91,Box Score,,"19,911",/boxscores/200012260UTA.html
406,10:30p,Phoenix Suns,97,Vancouver Grizzlies,95,Box Score,,"16,110",/boxscores/200012260VAN.html
407,7:00p,New York Knicks,89,Washington Wizards,82,Box Score,,"20,674",/boxscores/200012270WAS.html
408,8:00p,Indiana Pacers,79,Miami Heat,91,Box Score,,"16,500",/boxscores/200012270MIA.html
409,8:30p,Seattle SuperSonics,107,Houston Rockets,92,Box Score,,"13,975",/boxscores/200012270HOU.html
410,10:30p,Philadelphia 76ers,118,Golden State Warriors,110,Box Score,,"18,726",/boxscores/200012270GSW.html
411,7:30p,Milwaukee Bucks,107,Cleveland Cavaliers,89,Box Score,,"18,225",/boxscores/200012280CLE.html
412,7:30p,Boston Celtics,112,New Jersey Nets,111,Box Score,,"13,207",/boxscores/200012280NJN.html
413,7:30p,Detroit Pistons,96,Orlando Magic,102,Box Score,,"16,018",/boxscores/200012280ORL.html
414,8:00p,Los Angeles Clippers,96,Dallas Mavericks,105,Box Score,,"14,260",/boxscores/200012280DAL.html
415,8:00p,Atlanta Hawks,81,Minnesota Timberwolves,88,Box Score,,"16,801",/boxscores/200012280MIN.html
416,8:00p,Portland Trail Blazers,103,Utah Jazz,102,Box Score,OT,"19,911",/boxscores/200012280UTA.html
417,8:30p,San Antonio Spurs,104,Chicago Bulls,105,Box Score,,"21,793",/boxscores/200012280CHI.html
418,9:00p,Toronto Raptors,94,Denver Nuggets,93,Box Score,,"17,700",/boxscores/200012280DEN.html
419,9:00p,Los Angeles Lakers,115,Phoenix Suns,78,Box Score,,"19,023",/boxscores/200012280PHO.html
420,10:30p,Charlotte Hornets,87,Sacramento Kings,91,Box Score,,"17,317",/boxscores/200012280SAC.html
421,7:30p,Cleveland Cavaliers,97,Atlanta Hawks,85,Box Score,,"11,686",/boxscores/200012290ATL.html
422,7:30p,Washington Wizards,91,Miami Heat,98,Box Score,,"16,025",/boxscores/200012290MIA.html
423,7:30p,Chicago Bulls,68,New York Knicks,95,Box Score,,"19,763",/boxscores/200012290NYK.html
424,10:00p,Vancouver Grizzlies,81,Portland Trail Blazers,104,Box Score,,"20,309",/boxscores/200012290POR.html
425,10:30p,Utah Jazz,89,Golden State Warriors,100,Box Score,,"16,478",/boxscores/200012290GSW.html
426,1:00p,Orlando Magic,95,Boston Celtics,90,Box Score,,"16,633",/boxscores/200012300BOS.html
427,3:00p,Houston Rockets,114,Dallas Mavericks,99,Box Score,,"18,187",/boxscores/200012300DAL.html
428,3:30p,Charlotte Hornets,102,Seattle SuperSonics,104,Box Score,,"15,832",/boxscores/200012300SEA.html
429,7:30p,Miami Heat,110,Detroit Pistons,102,Box Score,OT,"15,789",/boxscores/200012300DET.html
430,7:30p,San Antonio Spurs,89,Indiana Pacers,77,Box Score,,"18,345",/boxscores/200012300IND.html
431,7:30p,New York Knicks,88,Minnesota Timberwolves,79,Box Score,,"18,322",/boxscores/200012300MIN.html
432,7:30p,Philadelphia 76ers,107,Sacramento Kings,104,Box Score,OT,"17,317",/boxscores/200012300SAC.html
433,9:00p,Toronto Raptors,103,Phoenix Suns,109,Box Score,,"19,023",/boxscores/200012300PHO.html
434,10:00p,Milwaukee Bucks,113,Denver Nuggets,120,Box Score,,"15,330",/boxscores/200012300DEN.html
435,10:00p,Golden State Warriors,102,Vancouver Grizzlies,101,Box Score,,"14,485",/boxscores/200012300VAN.html
436,10:30p,Los Angeles Lakers,116,Los Angeles Clippers,114,Box Score,OT,"20,327",/boxscores/200012300LAC.html
437,2:00p,New Jersey Nets,77,Chicago Bulls,86,Box Score,,"20,362",/boxscores/200012310CHI.html
438,8:00p,Detroit Pistons,96,Washington Wizards,110,Box Score,,"13,132",/boxscores/200012310WAS.html
439,3:30p,Houston Rockets,96,Minnesota Timberwolves,106,Box Score,,"14,779",/boxscores/200101010MIN.html
440,10:00p,Charlotte Hornets,67,Portland Trail Blazers,89,Box Score,,"19,980",/boxscores/200101010POR.html
441,7:00p,Minnesota Timberwolves,108,Washington Wizards,115,Box Score,,"11,712",/boxscores/200101020WAS.html
442,7:30p,Boston Celtics,81,Atlanta Hawks,92,Box Score,,"11,194",/boxscores/200101020ATL.html
443,7:30p,Houston Rockets,100,Cleveland Cavaliers,95,Box Score,,"14,032",/boxscores/200101020CLE.html
444,7:30p,New Jersey Nets,120,Orlando Magic,110,Box Score,,"14,442",/boxscores/200101020ORL.html
445,8:30p,Milwaukee Bucks,104,Chicago Bulls,70,Box Score,,"20,569",/boxscores/200101020CHI.html
446,8:30p,Miami Heat,72,San Antonio Spurs,80,Box Score,,"18,412",/boxscores/200101020SAS.html
447,10:00p,Indiana Pacers,91,Seattle SuperSonics,83,Box Score,,"17,072",/boxscores/200101020SEA.html
448,10:30p,Toronto Raptors,97,Los Angeles Clippers,110,Box Score,,"18,037",/boxscores/200101020LAC.html
449,10:30p,Phoenix Suns,117,Sacramento Kings,121,Box Score,OT,"17,317",/boxscores/200101020SAC.html
450,7:00p,New York Knicks,100,Boston Celtics,91,Box Score,,"15,715",/boxscores/200101030BOS.html
